Item No.,Location Code,Description,Category,Subcategory,On_Hand_Display,Stock_Value,Last Posting Date,Status,Days Dormant
SFG-1621-MW,LF-AND-28,,SFG,,664,82084.54,12-11-2025,Slow-Moving,73
16422-CL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,360,82071.95,12-11-2025,Slow-Moving,73
4263-W,LD-MEE-019,TripRite Isolator 63A DP - W,MCB,TRIPRITE MCB,378,82013.69,05-11-2025,Slow-Moving,80
10116-W,LD-GWA-010,Status MCB 16A SP - W,MODULAR,STATUS,1232,81970.25,03-11-2025,Slow-Moving,82
10706-W,LD-GWA-010,Axis 6M Plate - W,MODULAR,STATUS,1460,81969.16,09-10-2025,Slow-Moving,107
SFG-1621-W,LF-AND-28,,SFG,,390,81910.09,30-10-2025,Slow-Moving,86
19001-G,LD-JAI-014,Estella 1 Way Switch 10AX (Grey) - G,MODULAR,ESTELLA,4685,81883.13,13-11-2025,Slow-Moving,72
19001-G,LD-CSN-001,Estella 1 Way Switch 10AX (Grey) - G,MODULAR,ESTELLA,940,81822.12,22-09-2025,Slow-Moving,124
19001-G,LD-LUC-017,Estella 1 Way Switch 10AX (Grey) - G,MODULAR,ESTELLA,1096,81822.12,30-09-2025,Slow-Moving,116
23332-W,IN_TRANSIT,,MCB,ASSURE MCB,558,81765.98,08-11-2025,Slow-Moving,77
OTH-093,SHA-0061,Regular Sleeve Bulb for Indica,OTHER RM,,48293,81721.6,10-11-2025,Slow-Moving,75
SFG-10504-EG,LF-VAS-006,SFG  -  Status Edge Emerald Green 4M Plate,SFG,,101,81700.0,13-10-2025,Slow-Moving,103
5400-BK,LD-ROH-024,Trisafe+ Wires 4.00 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BK,WIRE,TRISAFE+,44,81667.88,28-10-2025,Slow-Moving,88
16205-WL,LD-LUC-017,Skylight 5W LED Galaxy Concealed Light - WL,LIGHTING,SKYLIGHT LED,1610,81651.12,13-11-2025,Slow-Moving,72
1061-W,LD-VIJ-027,,NON-MODULAR,GOLD,9606,81627.88,13-11-2025,Slow-Moving,72
16450-BL,LD-CUT-012,,LIGHTING,SKYLIGHT LED,33,81531.28,31-10-2025,Slow-Moving,85
4346-MW,LD-GWA-010,Lite Combine 6/16A with Box & Ind. - MW,NON-MODULAR,GOLD,404,81527.55,24-10-2025,Slow-Moving,92
10706-W,LD-RAI-022,,MODULAR,STATUS,1440,81460.03,31-10-2025,Slow-Moving,85
MLWM-2351-B-W-SIL,LF-SIL-017,Gold 5x1 Indicator Base W - SIL  -  With Material,MOULDING WITH MTRL,,97333,81340.0,19-09-2025,Slow-Moving,127
10110-W,LD-GWA-010,Status MCB 10A SP - W,MODULAR,STATUS,391,81318.75,10-11-2025,Slow-Moving,75
16205-GR,LW-GHA-59,Skylight 5W LED Galaxy Concealed Light - GR,LIGHTING,SKYLIGHT LED,1850,81206.5,26-09-2025,Slow-Moving,120
14309-MC,LF-HAR-E57,Platinum 8M Sq. Col Plate (PM/RV/MC) - MC,MODULAR,PLATINUM,480,81172.8,06-10-2025,Slow-Moving,110
9241-MW,IN_TRANSIT,Wawa Combine 6/16A with Box Fuse & Ind. - MW,NON-MODULAR,WAWA,1227,81161.25,12-11-2025,Slow-Moving,73
16307-BL,LD-RIS-23A,Skylight 7W LED Galaxy Concealed Light - BL,LIGHTING,SKYLIGHT LED,1438,81147.20999999999,14-10-2025,Slow-Moving,102
2356-W,LD-RAI-022,,NON-MODULAR,GOLD,675,81134.9,12-11-2025,Slow-Moving,73
10312-W,LD-GWA-010,,MODULAR,STATUS,445,81115.2,29-10-2025,Slow-Moving,87
B-116,RDM-0225,3pin soc brass part with SS Sc,BRASS,,54,81064.8,07-11-2025,Slow-Moving,78
D-C-9856-BL,LF-HAR-E57,,DIMMER,,1800,81004.92,13-11-2025,Slow-Moving,72
PK-P-9251,LF-HAR-E57,,PACKAGING,,205301,80993.5,28-10-2025,Slow-Moving,88
23110-W,IN_TRANSIT,Assure C - MCB 10A SP - W,MCB,ASSURE MCB,1578,80926.56999999999,13-11-2025,Slow-Moving,72
PK-O-24625,LF-DEL-01,Assure RCCB Common Outer,PACKAGING,,3570,80812.5,01-09-2025,Slow-Moving,145
3236-W,IN_TRANSIT,Continuous Mantra Chime - W,SUPPORTED,VALUE,733,80805.33,13-11-2025,Slow-Moving,72
MCB-22120,LF-HAR-E57,SFG  -  Tiny MCB C - 20A SP (Grey),MCB,,2292,80793.0,29-10-2025,Slow-Moving,87
6618-W,IN_TRANSIT,,MODULAR,MODULAR BOXES,871,80767.55,13-11-2025,Slow-Moving,72
10706-G,LD-KOL-015,Axis 6M Plate - G,MODULAR,STATUS,1600,80705.6,29-10-2025,Slow-Moving,87
14301-PM,LF-HAR-E57,Platinum 1M Colour Plate(PM/RV/MC) - PM,MODULAR,PLATINUM,1010,80680.2,12-11-2025,Slow-Moving,73
SFG-10512-GG,LF-VAS-006,,SFG,,206,80634.32,31-10-2025,Slow-Moving,85
9251-W,LD-HUB-029,,MODULAR,STATUS,5960,80574.96,12-11-2025,Slow-Moving,73
SFG-22061-HAR-G,LF-HAR-E57,SFG - Status Neon Indicator (Grey) - HAR,SFG,,303,80483.0,06-10-2025,Slow-Moving,110
14016-W,IN_TRANSIT,Platinum 1 Way Switch 20A with Ind. - W,MODULAR,PLATINUM,1465,80432.02,13-11-2025,Slow-Moving,72
16006-CL,IN_TRANSIT,Skylight 6W LED Slim Round Panel - CL,LIGHTING,SKYLIGHT LED,922,80367.68,13-11-2025,Slow-Moving,72
2356-MW,LD-CSN-001,,NON-MODULAR,GOLD,669,80248.0,24-10-2025,Slow-Moving,92
9386-W,LD-IND-012,Status 1 Way Switch 16AX - W,MODULAR,STATUS,800,80246.38,12-11-2025,Slow-Moving,73
MLWM-4371-B,LF-SIL-017,Lite 6A Double Combine Junction Box  -  With Material,MOULDING WITH MTRL,,306,80098.16,06-10-2025,Slow-Moving,110
B-006,AKM-1529,Uni 8x9 (16A Soc) With SS Scre,BRASS,,100,80040.95999999999,08-11-2025,Slow-Moving,77
MLWM-1861-P-W-SIL,LF-SIL-017,Gold KK Plate,MOULDING WITH MTRL,,55578,80032.32,19-09-2025,Slow-Moving,127
23116-W,LD-SRI-025,Assure C - MCB 16A SP - W,MCB,ASSURE MCB,1276,79988.14,13-11-2025,Slow-Moving,72
4763-W,LF-DEL-01,TripRite Changeover 63A FP - W,MCB,TRIPRITE MCB,93,79955.53,06-10-2025,Slow-Moving,110
17050-CL,LD-ROH-024,,LIGHTING,SKYLIGHT LED,85,79947.2,12-11-2025,Slow-Moving,73
9366-W,LD-JAB-013,,MODULAR,STATUS,532,79944.44,06-11-2025,Slow-Moving,79
9236-MW,LD-DHA-007,Wawa Combine 6/16A with Box - MW,NON-MODULAR,WAWA,1101,79932.62,12-11-2025,Slow-Moving,73
4336-W,LF-PAL-A03,DJ Musical Chime - W,SUPPORTED,VALUE,590,79922.63,07-10-2025,Slow-Moving,109
16506-CLPGB,IN_TRANSIT,Skylight 6+3W LED Duet Double Colour Round Panel - CLPGB,LIGHTING,SKYLIGHT LED,523,79825.88,13-11-2025,Slow-Moving,72
10709-W,LD-CEN-003,Axis 8SQM Plate - W,MODULAR,STATUS,750,79821.19,31-10-2025,Slow-Moving,85
1491-W,LD-CUT-003,,NON-MODULAR,GOLD,1200,79694.16,11-11-2025,Slow-Moving,74
B-103,LF-HAR-E57,Copper Contact 16A (Gold)(0.236 kg),BRASS,,78,79628.04000000001,11-10-2025,Slow-Moving,105
18081-W,LD-JAI-014,Estella Mini Step Fan Regulator - W,MODULAR,ESTELLA,532,79560.2,13-11-2025,Slow-Moving,72
2531-MW,LF-HAR-E57,,SUPPORTED,VALUE,5950,79534.0,12-11-2025,Slow-Moving,73
MLWM-1061-K-W-SIL,LF-SIL-017,Super 1 way Switch Knob SIL,MOULDING WITH MTRL,,92000,79523.36,12-11-2025,Slow-Moving,73
4663-W,LD-PAT-021,TripRite Changeover 63A DP - W,MCB,TRIPRITE MCB,252,79503.89,06-10-2025,Slow-Moving,110
22076-G,LD-PAT-021,Status Mini Step Fan Regulator (Grey) - G,MODULAR,STATUS - GREY ACC,300,79489.16,30-09-2025,Slow-Moving,116
B-104,LF-HAR-E57,,BRASS,,73,79453.48,08-11-2025,Slow-Moving,77
11109-W,LD-GWA-010,,MODULAR,STATUS,1407,79425.3,03-11-2025,Slow-Moving,82
6808-W,LF-HAR-E57,,MODULAR,MODULAR BOXES,4,79417.0,12-11-2025,Slow-Moving,73
SFG-10609-CB,LF-VAS-006,,SFG,,543,79372.3,12-11-2025,Slow-Moving,73
3110-W,LD-CUT-012,TripRite C - MCB 10A SP - W,MCB,TRIPRITE MCB,612,79362.59,14-10-2025,Slow-Moving,102
7150-BK,LD-RIS-23A,ECO - FR Wires 1.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BK,WIRE,ECO-FR,8,79336.31,10-10-2025,Slow-Moving,106
9416-W,LD-JAI-014,Status Universal Socket 6/16A with Shutter - W,MODULAR,STATUS,1240,79318.02,11-11-2025,Slow-Moving,74
SFG-23332-DEL-W,LF-DEL-01,,SFG,,1745,79302.75,13-11-2025,Slow-Moving,72
16300-CL,LD-CUT-012,,LIGHTING,SKYLIGHT LED,30,79297.28,24-10-2025,Slow-Moving,92
10806-PI,LW-BHI-58,Axis 6M Forest Colour Plate - PI,MODULAR,STATUS,976,79250.55,08-09-2025,Slow-Moving,138
6606-W,LD-DHA-007,,MODULAR,MODULAR BOXES,1120,79185.09,12-11-2025,Slow-Moving,73
1451-W,LD-VIJ-027,Gold Hanging Bed Switch 6A - W,NON-MODULAR,GOLD,3865,79117.61,11-11-2025,Slow-Moving,74
17250-CL,IN_TRANSIT,,LIGHTING,SKYLIGHT LED,151,79115.81,13-11-2025,Slow-Moving,72
PK-M-057,LF-AND-28,Common Panni (6x8.5),PACKAGING,,84000,79077.05,12-11-2025,Slow-Moving,73
5225-W,LD-RAI-022,TripRite R.C.C.B 25A D.P. (30mA) - W,MCB,TRIPRITE MCB,128,79072.5,14-10-2025,Slow-Moving,102
10232-W,LD-ROH-024,,MODULAR,STATUS,431,79021.17,27-10-2025,Slow-Moving,89
PK-I-1936,LF-SIL-017,Porc KK 63/415 Inner,PACKAGING,,10060,78971.0,12-11-2025,Slow-Moving,73
5150-BK,LD-RIS-23A,,WIRE,TRISAFE+,43,78931.31,31-10-2025,Slow-Moving,85
5150-BK,LD-SRI-025,,WIRE,TRISAFE+,70,78931.31,31-10-2025,Slow-Moving,85
1115-W,LF-HAR-E57,Conwood 4.5*12.5 - W,NON-MODULAR,CONWOOD,1190,78897.0,06-10-2025,Slow-Moving,110
C-227,LF-SIL-017,Porc 100/415 Cutting Part,CUTTING,,1083,78855.96,12-11-2025,Slow-Moving,73
16307-P,LD-RIS-23A,Skylight 7W LED Galaxy Concealed Light - P,LIGHTING,SKYLIGHT LED,1441,78802.0,10-10-2025,Slow-Moving,106
4341-W,LD-ZIR-028,,SUPPORTED,VALUE,439,78785.89,13-11-2025,Slow-Moving,72
2406-MW,LD-MEE-019,Deluxe Surface D.P. 32A - MW,NON-MODULAR,GOLD,1262,78771.87,06-11-2025,Slow-Moving,79
22006-G,LD-MEE-019,Status Flat 2 Way Switch 6AX (Grey) - G,MODULAR,STATUS - GREY ACC,1040,78726.42,07-11-2025,Slow-Moving,78
SFG-1304-IW,LF-VAS-006,,SFG,,280,78709.66,07-11-2025,Slow-Moving,78
17619-CL,LD-ROH-024,Skylight 9W LED Lunar Emergency Bulb - CL,LIGHTING,SKYLIGHT LED,515,78636.36,13-10-2025,Slow-Moving,103
4501-W,LD-ROH-024,Marvel Ding Dong Bell - W,SUPPORTED,VALUE,1130,78486.08,12-11-2025,Slow-Moving,73
B-011,LF-HAR-E57,Eco/Deluxe Dp Ball Roller (0.153 kg),BRASS,,555,78449.25,06-10-2025,Slow-Moving,110
OTH-044,SWA-0185,Fitted Blue Holder (Solid Ring,OTHER RM,,14000,78400.0,18-09-2025,Slow-Moving,128
4291-W,LF-AND-28,Gold Double Combine 6A with Box & Ind. - W,NON-MODULAR,GOLD,1256,78348.8,12-11-2025,Slow-Moving,73
19076-G,LD-RIS-23A,,MODULAR,ESTELLA,960,78326.4,31-10-2025,Slow-Moving,85
16436-CL,LD-VIJ-027,Skylight 36W LED Iris T - 8 - CL,LIGHTING,SKYLIGHT LED,300,78285.47,25-10-2025,Slow-Moving,91
3440-W,IN_TRANSIT,TripRite C - MCB 40A FP - W,MCB,TRIPRITE MCB,206,78240.81,08-11-2025,Slow-Moving,77
18061-W,LD-GWA-010,Estella 3 Pin Socket 6A - W,MODULAR,ESTELLA,2172,78217.47,14-10-2025,Slow-Moving,102
1306-DS,IN_TRANSIT,Smartwood 6M Forest Colour Plate - DS,MODULAR,STATUS,970,78184.09999999999,13-11-2025,Slow-Moving,72
6612-W,LD-LUC-017,,MODULAR,MODULAR BOXES,905,78159.47,27-10-2025,Slow-Moving,89
14171-W,LF-HAR-E57,,MODULAR,PLATINUM,90,78124.2,12-11-2025,Slow-Moving,73
14908-PWD,IN_TRANSIT,,MODULAR,PLATINUM,489,78102.99,13-11-2025,Slow-Moving,72
22132-G,IN_TRANSIT,Status MCB 32A SP (Grey) - G,MODULAR,STATUS - GREY ACC,1107,78054.7,13-11-2025,Slow-Moving,72
B-005,MAN-0089,15 TC with stud (0.38 kg),BRASS,,57,78021.5,08-11-2025,Slow-Moving,77
5250-BL,LD-JAB-013,Trisafe+ Wires 2.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BL,WIRE,TRISAFE+,49,77981.70999999999,23-10-2025,Slow-Moving,93
5600-BK,LD-RIS-23A,Trisafe+ Wires 6.00 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BK,WIRE,TRISAFE+,22,77932.54,18-10-2025,Slow-Moving,98
C-226,DHE-724,,CUTTING,,2000,77800.0,08-11-2025,Slow-Moving,77
PK-O-9236,LF-HAR-E57,,PACKAGING,,3595,77695.59,11-11-2025,Slow-Moving,74
14903-BG,IN_TRANSIT,Hi Glass 3M Plate - BG,MODULAR,PLATINUM,848,77689.48,13-11-2025,Slow-Moving,72
2356-W,LF-SIL-017,,NON-MODULAR,GOLD,950,77659.7,12-11-2025,Slow-Moving,73
3261-W,LD-JAI-014,,SUPPORTED,VALUE,94,77540.06999999999,13-11-2025,Slow-Moving,72
14191-W,IN_TRANSIT,Platinum 3 Pin Socket 6A - W,MODULAR,PLATINUM,3268,77412.84,13-11-2025,Slow-Moving,72
10110-W,LD-CUT-003,Status MCB 10A SP - W,MODULAR,STATUS,941,77412.0,23-10-2025,Slow-Moving,93
10110-W,LD-RAI-022,,MODULAR,STATUS,80,77412.0,27-10-2025,Slow-Moving,89
6608-W,LD-DHA-007,,MODULAR,MODULAR BOXES,780,77355.1,12-11-2025,Slow-Moving,73
6608-W,LD-PAT-021,,MODULAR,MODULAR BOXES,1440,77355.1,11-11-2025,Slow-Moving,74
10125-W,LD-GWA-010,Status MCB 25A SP - W,MODULAR,STATUS,431,77302.99,23-09-2025,Slow-Moving,123
MCB-079,VIV-0543,Sp Chassis For Triprite Mcb,MCB,,9750,77280.0,06-11-2025,Slow-Moving,79
16503-CLPGB,LF-HAR-G1,Skylight 3+3W LED Duet Double Colour Round Panel - CLPGB,LIGHTING,SKYLIGHT LED,767,77264.70999999999,11-11-2025,Slow-Moving,74
9376-W,LD-SRI-025,Status Mini Step Fan Regulator - W,MODULAR,STATUS,744,77135.66,14-11-2025,Slow-Moving,71
16205-P,LW-BHI-58,,LIGHTING,SKYLIGHT LED,1268,77111.5,06-11-2025,Slow-Moving,79
PK-1601,LF-VAS-006,Hologram for Piece,PACKAGING,,2720616,77033.27,13-10-2025,Slow-Moving,103
PK-O-24725,LF-DEL-01,RCCB Common Outer For Assure,PACKAGING,,3450,76933.5,06-10-2025,Slow-Moving,110
1061-W,LD-RAI-022,,NON-MODULAR,GOLD,8883,76826.24,12-11-2025,Slow-Moving,73
9326-W,LD-MEE-019,,MODULAR,STATUS,1572,76801.26000000001,12-11-2025,Slow-Moving,73
3101-W,LF-AND-28,Metal Plate 2000w Flush Dimmer - W,SUPPORTED,ALLIED,410,76760.2,01-09-2025,Slow-Moving,145
9366-W,LF-HAR-G1,Status Mini Dimmer - W,MODULAR,STATUS,694,76662.05,13-11-2025,Slow-Moving,72
22071-G,LD-GWA-010,Status Mini Dimmer (Grey) - G,MODULAR,STATUS - GREY ACC,611,76651.95000000001,14-10-2025,Slow-Moving,102
16616-CLPGB,IN_TRANSIT,Skylight 6+3W LED Duet Surface Double Colour Square Panel - CLPGB,LIGHTING,SKYLIGHT LED,421,76644.66,07-11-2025,Slow-Moving,78
5250-Y,LD-DHA-007,,WIRE,TRISAFE+,22,76631.66,31-10-2025,Slow-Moving,85
22176-G,LD-CUT-003,Status Edge Mini Step Fan Regulator (Grey) - G,MODULAR,STATUS - GREY ACC,600,76530.0,14-10-2025,Slow-Moving,102
17607-CLPGB,IN_TRANSIT,Skylight 6+3W LED Surface Double Colour Round Panel PC Body - CLPGB,LIGHTING,SKYLIGHT LED,926,76468.37,12-11-2025,Slow-Moving,73
3261-W,LD-ROH-024,Trico Wireless Remote Bell - W,SUPPORTED,VALUE,240,76466.65,12-11-2025,Slow-Moving,73
SFG-9016-HAR-MW,LF-HAR-E57,SFG - Wawa 3 Pin Socket 6A,SFG,,20,76421.8,06-10-2025,Slow-Moving,110
10806-NW,LD-KOL-015,,MODULAR,STATUS,1095,76261.70999999999,13-11-2025,Slow-Moving,72
B-002,LF-AND-28,Baida STC (0.188 kg),BRASS,,105,76244.21,10-11-2025,Slow-Moving,75
25263-W,LF-DEL-01,Assure Changeover 63A DP - W,MCB,ASSURE MCB,4,76195.08,06-10-2025,Slow-Moving,110
22106-G,LD-KOL-015,Status MCB 6A SP (Grey) - G,MODULAR,STATUS - GREY ACC,1080,76152.75,04-11-2025,Slow-Moving,81
2086-MW,LF-HAR-E57,,SUPPORTED,VALUE,1400,76092.8,12-11-2025,Slow-Moving,73
16307-WL,LD-ROH-024,,LIGHTING,SKYLIGHT LED,1001,76035.45000000001,12-11-2025,Slow-Moving,73
3532-W,IN_TRANSIT,TripRite C - MCB 32A SPN - W,MCB,TRIPRITE MCB,620,76028.68000000001,10-11-2025,Slow-Moving,75
PK-O-18618,LF-VAS-006,Estella 18M Colour Plate Outer,PACKAGING,,300,76003.18,01-09-2025,Slow-Moving,145
MCB-062,LF-DEL-01,M.S Patti(Calibration Patti) For Triprite Mcb,MCB,,168280,76000.0,06-11-2025,Slow-Moving,79
7096-W,LF-HAR-G1,Style 3*1 6/16A - W,NON-MODULAR,STYLE,940,75999.0,13-10-2025,Slow-Moving,103
SFG-1991-W,LF-SIL-017,SFG  -  Deluxe Plug Top 16A  -  Off White,SFG,,2000,75980.0,29-10-2025,Slow-Moving,87
3310-W,LF-DEL-01,,MCB,TRIPRITE MCB,520,75962.4,12-11-2025,Slow-Moving,73
B-057,AMI-0058,,BRASS,,189,75929.62,06-11-2025,Slow-Moving,79
POP-8477,LF-VAS-006,,POP,,6,75922.22,07-11-2025,Slow-Moving,78
3116-W,LD-RAI-022,,MCB,TRIPRITE MCB,1622,75847.97,28-10-2025,Slow-Moving,88
16307-P,LD-GWA-010,Skylight 7W LED Galaxy Concealed Light - P,LIGHTING,SKYLIGHT LED,1010,75846.94,06-11-2025,Slow-Moving,79
PK-P-6150,LF-HAR-E57,Wire 1.5mm Pouch (180Mtr),PACKAGING,,13544,75846.4,01-09-2025,Slow-Moving,145
2961-W,LD-JAI-014,Mini Parrot Musical Chime - W,SUPPORTED,VALUE,400,75835.43,17-10-2025,Slow-Moving,99
2961-W,IN_TRANSIT,Mini Parrot Musical Chime - W,SUPPORTED,VALUE,1294,75826.71,13-11-2025,Slow-Moving,72
7600-BK,LF-HAR-E57,,WIRE,ECO-FR,25,75717.0,12-11-2025,Slow-Moving,73
4296-MW,LW-BHI-58,,NON-MODULAR,GOLD,540,75679.26,12-11-2025,Slow-Moving,73
SFG-10712-G,LF-VAS-006,,SFG,,140,75638.85,29-10-2025,Slow-Moving,87
5100-BL,IN_TRANSIT,,WIRE,TRISAFE+,96,75559.81,11-11-2025,Slow-Moving,74
PK-O-10712,LF-VAS-006,,PACKAGING,,3438,75551.0,13-11-2025,Slow-Moving,72
6812-W,LD-LUC-017,Modular Gang Box 12M - W,MODULAR,MODULAR BOXES,711,75538.6,04-10-2025,Slow-Moving,112
1212-BL,LD-CUT-003,,MODULAR,STATUS,730,75390.94,22-10-2025,Slow-Moving,94
22081-G,LD-CEN-003,Status Medium Step Fan Regulator (Grey) - G,MODULAR,STATUS - GREY ACC,600,75304.65000000001,09-10-2025,Slow-Moving,107
FG-25032,LF-DEL-01,,FG,,130,75270.0,12-11-2025,Slow-Moving,73
4351-W,LD-BAN-002,,SUPPORTED,VALUE,606,75269.03,13-11-2025,Slow-Moving,72
16203-R,LW-BHI-58,,LIGHTING,SKYLIGHT LED,675,75118.15,05-11-2025,Slow-Moving,80
C-107,AKT-0494,Status Mini Dolly 22/2 1way,CUTTING,,82,75060.0,05-11-2025,Slow-Moving,80
C-107,GAU-0052,Status Mini Dolly 22/2 1way,CUTTING,,124,75060.0,13-11-2025,Slow-Moving,72
19425-G,LW-GHA-59,Estella MCB 25A SP (Grey) - G,MODULAR,ESTELLA,120,75019.65,30-09-2025,Slow-Moving,116
3356-W,LD-MEE-019,,SUPPORTED,VALUE,1170,74981.72,12-11-2025,Slow-Moving,73
3116-W,LD-GWA-010,TripRite C - MCB 16A SP - W,MCB,TRIPRITE MCB,424,74967.06,14-10-2025,Slow-Moving,102
10120-W,IN_TRANSIT,Status MCB 20A SP - W,MODULAR,STATUS,1151,74945.47,13-11-2025,Slow-Moving,72
16451-W,LD-CUT-012,Skylight LED Mood Rope Light Connector - W,LIGHTING,SKYLIGHT LED,700,74883.34,09-10-2025,Slow-Moving,107
10818-NW,LD-CUT-003,Axis 18M Forest Colour Plate - NW,MODULAR,STATUS,432,74878.53,08-09-2025,Slow-Moving,138
PK-I-2356,LF-SIL-017,Gold 5x1 Box Inner,PACKAGING,,10645,74874.45,10-11-2025,Slow-Moving,75
C-107,SHO-2056,,CUTTING,,154,74837.44,13-11-2025,Slow-Moving,72
3221-W,LD-LUC-017,Silver Wireless Remote Bell - W,SUPPORTED,VALUE,220,74823.41,18-10-2025,Slow-Moving,98
14321-MC,LF-HAR-E57,Platinum 3M Partition Colour Plate (PM / RV / MC) - MC,MODULAR,PLATINUM,980,74674.2,12-11-2025,Slow-Moving,73
PK-O-11103,LF-HAR-E57,Smile 3M Outer,PACKAGING,,6000,74533.99,27-10-2025,Slow-Moving,89
10801-SR,LF-VAS-006,Axis 1M Forest Colour Plate - SR,MODULAR,STATUS,1330,74400.2,01-09-2025,Slow-Moving,145
B-001,LF-AND-28,Baida DTC (0.188 kg),BRASS,,103,74365.4,10-11-2025,Slow-Moving,75
FG-25800,LF-DEL-01,,FG,,29,74240.0,12-11-2025,Slow-Moving,73
17230-CL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,370,74239.06,10-11-2025,Slow-Moving,75
9896-W,IN_TRANSIT,Status Chrome 2 Way Switch 6AX - W,MODULAR,STATUS,1996,74173.12,13-11-2025,Slow-Moving,72
SFG-22076-HAR-G,LF-HAR-E57,SFG - Status Mini Step Fan Regulator (Grey) - HAR,SFG,,7073,74156.04000000001,30-10-2025,Slow-Moving,86
PK-P-9601,LF-VAS-006,,PACKAGING,,222569,74060.0,31-10-2025,Slow-Moving,85
10808-NW,LD-KOL-015,Axis 8HM Forest Colour Plate - NW,MODULAR,STATUS,660,74033.67,16-10-2025,Slow-Moving,100
23225-W,LF-DEL-01,Assure C - MCB 25A SPN - W,MCB,ASSURE MCB,384,73983.29999999999,06-10-2025,Slow-Moving,110
B-057,MOH-0537,,BRASS,,208,73959.12,13-11-2025,Slow-Moving,72
4276-MW,LD-HUB-029,Novel Plug Top 6A - MW,SUPPORTED,VALUE,6870,73871.70999999999,11-11-2025,Slow-Moving,74
19061-G,LD-PAT-021,Estella 3 Pin Socket 6A (Grey) - G,MODULAR,ESTELLA,2450,73869.99,12-11-2025,Slow-Moving,73
10132-W,LF-HAR-G1,Status MCB 32A SP - W,MODULAR,STATUS,707,73859.81,13-11-2025,Slow-Moving,72
PK-P-10312,LF-HAR-E57,Solo 12M Panni,PACKAGING,,49080,73801.76,16-09-2025,Slow-Moving,130
PO-024,LF-SIL-017,63/415 Porc Set (Handle Type),PORCELAIN,,1000,73800.0,12-11-2025,Slow-Moving,73
9236-MW,LD-KOL-015,,NON-MODULAR,WAWA,803,73783.95000000001,13-11-2025,Slow-Moving,72
FG-25200,LF-DEL-01,,FG,,34,73712.0,12-11-2025,Slow-Moving,73
3140-W,LF-DEL-01,TripRite C - MCB 40A SP - W,MCB,TRIPRITE MCB,408,73629.0,06-10-2025,Slow-Moving,110
9016-MW,LD-ROH-024,Wawa 3 Pin Socket 6A - MW,NON-MODULAR,WAWA,2210,73564.98,27-10-2025,Slow-Moving,89
B-057,MAN-0089,,BRASS,,169,73558.79999999999,05-11-2025,Slow-Moving,80
22036-G,LD-PAT-021,,MODULAR,STATUS,3560,73473.98,10-11-2025,Slow-Moving,75
MLWM-9251-B-HAR,AWA-0056,Status Switch Base - With Mate,MOULDING WITH MTRL,,29300,73440.0,13-11-2025,Slow-Moving,72
MLWM-9251-B-HAR,KHU-0598,Status Switch Base - With Mate,MOULDING WITH MTRL,,29209,73440.0,13-11-2025,Slow-Moving,72
MLWM-9251-B-HAR,RSH-0043,Status Switch Base - With Mate,MOULDING WITH MTRL,,37619,73440.0,14-11-2025,Slow-Moving,71
2856-W,LD-CEN-003,Mars Ding Dong Bell - W,SUPPORTED,VALUE,120,73386.59,10-10-2025,Slow-Moving,106
1896-W,IN_TRANSIT,Mega Industrial Safety Line Tester - W,SUPPORTED,ALLIED,3582,73357.09999999999,13-11-2025,Slow-Moving,72
PK-O-1686,LF-SIL-017,Gold 16A Soc Outer,PACKAGING,,4694,73307.52,07-11-2025,Slow-Moving,78
4276-MW,LF-SIL-017,,SUPPORTED,VALUE,10414,73290.6,12-11-2025,Slow-Moving,73
PK-M-023,LF-AND-28,Master Ctn  -  Eco / Dlx DP,PACKAGING,,618,73254.0,11-11-2025,Slow-Moving,74
3132-W,LD-CEN-003,,MCB,TRIPRITE MCB,930,73232.15,10-11-2025,Slow-Moving,75
B-116,LAX-2165,3pin soc brass part with SS Sc,BRASS,,53,73167.14,10-11-2025,Slow-Moving,75
MLWM-9316-B,UTT-0121,Status 3pin Socket Base  -  Wi,MOULDING WITH MTRL,,9453,73152.0,07-11-2025,Slow-Moving,78
10704-G,IN_TRANSIT,Axis 4M Plate - G,MODULAR,STATUS,1959,73134.78,12-11-2025,Slow-Moving,73
3132-W,LD-GWA-010,TripRite C - MCB 32A SP - W,MCB,TRIPRITE MCB,924,73062.3,14-10-2025,Slow-Moving,102
19181-G,IN_TRANSIT,,MODULAR,ESTELLA,310,73054.55,13-11-2025,Slow-Moving,72
1202-BL,LD-CUT-003,Smartwood 2M Plate - BL,MODULAR,STATUS,1590,73045.42000000001,22-10-2025,Slow-Moving,94
7100-R,LF-HAR-E57,,WIRE,ECO-FR,126,73021.08,12-11-2025,Slow-Moving,73
MCB-25002,LF-DEL-01,SFG  -  Assure ACCL SPN 2.5A,MCB,,146,73000.0,12-11-2025,Slow-Moving,73
2571-W,LD-SRI-025,,SUPPORTED,ALLIED,287,72960.82,13-11-2025,Slow-Moving,72
MCB-22116,LF-HAR-E57,SFG  -  Tiny MCB C - 16A SP (Grey),MCB,,2069,72932.25,29-10-2025,Slow-Moving,87
