SO_No,SO_Date,Completely_Shipped,Shipment_Status
SO/LOH/26/00019,2025-04-21,1,Fully Shipped
SO/LOH/26/00020,2025-04-22,1,Fully Shipped
SO/LOH/26/00021,2025-04-22,1,Fully Shipped
SO/LOH/26/00022,2025-04-22,1,Fully Shipped
SO/LOH/26/00023,2025-04-22,1,Fully Shipped
SO/LOH/26/00024,2025-04-22,1,Fully Shipped
SO/LOH/26/00025,2025-04-23,1,Fully Shipped
SO/LOH/26/00026,2025-04-23,1,Fully Shipped
SO/LOH/26/00027,2025-04-23,1,Fully Shipped
SO/LOH/26/00028,2025-04-23,1,Fully Shipped
SO/LOH/26/00029,2025-04-23,1,Fully Shipped
SO/LOH/26/00030,2025-04-23,1,Fully Shipped
SO/LOH/26/00031,2025-04-24,1,Fully Shipped
SO/LOH/26/00032,2025-04-24,1,Fully Shipped
SO/LOH/26/00034,2025-04-24,1,Fully Shipped
SO/LOH/26/00035,2025-04-24,1,Fully Shipped
SO/LOH/26/00036,2025-04-24,1,Fully Shipped
SO/LOH/26/00037,2025-04-25,1,Fully Shipped
SO/LOH/26/00038,2025-04-25,1,Fully Shipped
SO/LOH/26/00040,2025-04-25,1,Fully Shipped
SO/LOH/26/00041,2025-04-25,1,Fully Shipped
SO/LOH/26/00042,2025-04-25,1,Fully Shipped
SO/LOH/26/00043,2025-04-25,1,Fully Shipped
SO/LOH/26/00044,2025-04-25,1,Fully Shipped
SO/LOH/26/00045,2025-04-26,1,Fully Shipped
SO/LOH/26/00046,2025-04-26,1,Fully Shipped
SO/LOH/26/00047,2025-04-26,0,Not Shipped
SO/LOH/26/00048,2025-04-26,1,Fully Shipped
SO/LOH/26/00049,2025-04-26,1,Fully Shipped
SO/LOH/26/00051,2025-04-28,0,Not Shipped
SO/LOH/26/00052,2025-04-28,1,Fully Shipped
SO/LOH/26/00053,2025-04-28,1,Fully Shipped
SO/LOH/26/00054,2025-04-28,1,Fully Shipped
SO/LOH/26/00055,2025-04-28,0,Not Shipped
SO/LOH/26/00056,2025-04-29,0,Not Shipped
SO/LOH/26/00057,2025-04-29,1,Fully Shipped
SO/LOH/26/00058,2025-04-29,1,Fully Shipped
SO/LOH/26/00059,2025-04-29,1,Fully Shipped
SO/LOH/26/00060,2025-04-30,1,Fully Shipped
SO/LOH/26/00062,2025-04-30,1,Fully Shipped
SO/LOH/26/00063,2025-04-30,1,Fully Shipped
SO/LOH/26/00064,2025-04-30,1,Fully Shipped
SO/LOH/26/00065,2025-04-30,0,Not Shipped
SO/LOH/26/00066,2025-04-30,1,Fully Shipped
SO/LOH/26/00067,2025-04-30,1,Fully Shipped
SO/LOH/26/00069,2025-04-30,1,Fully Shipped
SO/LOH/26/00070,2025-04-30,1,Fully Shipped
SO/LOH/26/00071,2025-04-30,1,Fully Shipped
SO/LOH/26/00072,2025-04-30,1,Fully Shipped
SO/LOH/26/00073,2025-05-05,1,Fully Shipped
SO/LOH/26/00074,2025-05-05,1,Fully Shipped
SO/LOH/26/00075,2025-05-05,1,Fully Shipped
SO/LOH/26/00076,2025-05-05,1,Fully Shipped
SO/LOH/26/00077,2025-05-05,1,Fully Shipped
SO/LOH/26/00078,2025-05-06,1,Fully Shipped
SO/LOH/26/00079,2025-05-06,1,Fully Shipped
SO/LOH/26/00080,2025-05-06,1,Fully Shipped
SO/LOH/26/00081,2025-05-07,1,Fully Shipped
SO/LOH/26/00082,2025-05-07,1,Fully Shipped
SO/LOH/26/00083,2025-05-08,1,Fully Shipped
SO/LOH/26/00084,2025-05-09,0,Not Shipped
SO/LOH/26/00085,2025-05-09,1,Fully Shipped
SO/LOH/26/00086,2025-05-09,1,Fully Shipped
SO/LOH/26/00087,2025-05-10,1,Fully Shipped
SO/LOH/26/00088,2025-05-10,1,Fully Shipped
SO/LOH/26/00089,2025-05-10,1,Fully Shipped
SO/LOH/26/00090,2025-05-10,1,Fully Shipped
SO/LOH/26/00091,2025-05-10,1,Fully Shipped
SO/LOH/26/00093,2025-05-12,1,Fully Shipped
SO/LOH/26/00094,2025-05-12,1,Fully Shipped
SO/LOH/26/00095,2025-05-13,1,Fully Shipped
SO/LOH/26/00096,2025-05-13,1,Fully Shipped
SO/LOH/26/00098,2025-05-13,1,Fully Shipped
SO/LOH/26/00099,2025-05-13,1,Fully Shipped
SO/LOH/26/00100,2025-05-13,1,Fully Shipped
SO/LOH/26/00101,2025-05-13,0,Not Shipped
SO/LOH/26/00102,2025-05-13,1,Fully Shipped
SO/LOH/26/00104,2025-05-14,1,Fully Shipped
SO/LOH/26/00105,2025-05-14,1,Fully Shipped
SO/LOH/26/00106,2025-05-15,1,Fully Shipped
SO/LOH/26/00107,2025-05-15,1,Fully Shipped
SO/LOH/26/00108,2025-05-15,1,Fully Shipped
SO/LOH/26/00109,2025-05-15,1,Fully Shipped
SO/LOH/26/00110,2025-05-16,0,Not Shipped
SO/LOH/26/00111,2025-05-16,1,Fully Shipped
SO/LOH/26/00112,2025-05-16,1,Fully Shipped
SO/LOH/26/00113,2025-05-17,1,Fully Shipped
SO/LOH/26/00114,2025-05-17,1,Fully Shipped
SO/LOH/26/00115,2025-05-20,1,Fully Shipped
SO/LOH/26/00116,2025-05-20,1,Fully Shipped
SO/LOH/26/00117,2025-05-20,1,Fully Shipped
SO/LOH/26/00118,2025-05-20,1,Fully Shipped
SO/LOH/26/00119,2025-05-21,1,Fully Shipped
SO/LOH/26/00120,2025-05-21,1,Fully Shipped
SO/LOH/26/00121,2025-05-22,1,Fully Shipped
SO/LOH/26/00123,2025-05-23,1,Fully Shipped
SO/LOH/26/00124,2025-05-24,1,Fully Shipped
SO/LOH/26/00125,2025-05-24,1,Fully Shipped
SO/LOH/26/00126,2025-05-24,1,Fully Shipped
SO/LOH/26/00127,2025-05-24,1,Fully Shipped
SO/LOH/26/00128,2025-05-26,1,Fully Shipped
SO/LOH/26/00129,2025-05-26,1,Fully Shipped
SO/LOH/26/00130,2025-05-27,1,Fully Shipped
SO/LOH/26/00131,2025-05-27,1,Fully Shipped
SO/LOH/26/00132,2025-05-27,1,Fully Shipped
SO/LOH/26/00133,2025-05-28,1,Fully Shipped
SO/LOH/26/00134,2025-05-28,1,Fully Shipped
SO/LOH/26/00136,2025-05-29,1,Fully Shipped
SO/LOH/26/00137,2025-05-29,1,Fully Shipped
SO/LOH/26/00138,2025-05-29,1,Fully Shipped
SO/LOH/26/00139,2025-05-29,1,Fully Shipped
SO/LOH/26/00140,2025-05-29,1,Fully Shipped
SO/LOH/26/00141,2025-05-30,1,Fully Shipped
SO/LOH/26/00142,2025-05-31,1,Fully Shipped
SO/LOH/26/00143,2025-05-31,1,Fully Shipped
SO/LOH/26/00144,2025-05-31,1,Fully Shipped
SO/LOH/26/00145,2025-05-31,1,Fully Shipped
SO/LOH/26/00146,2025-05-31,1,Fully Shipped
SO/LOH/26/00147,2025-05-31,1,Fully Shipped
SO/LOH/26/00148,2025-05-31,1,Fully Shipped
SO/LOH/26/00149,2025-05-31,1,Fully Shipped
SO/LOH/26/00150,2025-05-31,1,Fully Shipped
SO/LOH/26/00151,2025-05-31,1,Fully Shipped
SO/LOH/26/00152,2025-05-31,1,Fully Shipped
SO/LOH/26/00153,2025-05-31,1,Fully Shipped
SO/LOH/26/00154,2025-05-31,1,Fully Shipped
SO/LOH/26/00156,2025-05-31,1,Fully Shipped
SO/LOH/26/00157,2025-06-04,1,Fully Shipped
SO/LOH/26/00158,2025-06-04,1,Fully Shipped
SO/LOH/26/00159,2025-06-04,1,Fully Shipped
SO/LOH/26/00160,2025-06-05,1,Fully Shipped
SO/LOH/26/00161,2025-06-07,1,Fully Shipped
SO/LOH/26/00162,2025-06-09,1,Fully Shipped
SO/LOH/26/00163,2025-06-09,1,Fully Shipped
SO/LOH/26/00164,2025-06-10,1,Fully Shipped
SO/LOH/26/00165,2025-06-10,1,Fully Shipped
SO/LOH/26/00166,2025-06-10,1,Fully Shipped
SO/LOH/26/00167,2025-06-10,1,Fully Shipped
SO/LOH/26/00168,2025-06-10,1,Fully Shipped
SO/LOH/26/00169,2025-06-11,1,Fully Shipped
SO/LOH/26/00170,2025-06-11,1,Fully Shipped
SO/LOH/26/00171,2025-06-13,1,Fully Shipped
SO/LOH/26/00172,2025-06-13,1,Fully Shipped
SO/LOH/26/00173,2025-06-13,1,Fully Shipped
SO/LOH/26/00174,2025-06-13,1,Fully Shipped
SO/LOH/26/00176,2025-06-16,1,Fully Shipped
SO/LOH/26/00177,2025-06-16,1,Fully Shipped
SO/LOH/26/00178,2025-06-16,1,Fully Shipped
SO/LOH/26/00179,2025-06-17,0,Not Shipped
SO/LOH/26/00180,2025-06-17,1,Fully Shipped
SO/LOH/26/00181,2025-06-18,1,Fully Shipped
SO/LOH/26/00182,2025-06-18,0,Not Shipped
SO/LOH/26/00183,2025-06-18,1,Fully Shipped
SO/LOH/26/00184,2025-06-18,1,Fully Shipped
SO/LOH/26/00185,2025-06-18,1,Fully Shipped
SO/LOH/26/00186,2025-06-18,1,Fully Shipped
SO/LOH/26/00188,2025-06-20,1,Fully Shipped
SO/LOH/26/00189,2025-06-20,1,Fully Shipped
SO/LOH/26/00190,2025-06-20,1,Fully Shipped
SO/LOH/26/00191,2025-06-20,1,Fully Shipped
SO/LOH/26/00192,2025-06-20,1,Fully Shipped
SO/LOH/26/00193,2025-06-20,1,Fully Shipped
SO/LOH/26/00194,2025-06-21,1,Fully Shipped
SO/LOH/26/00195,2025-06-21,1,Fully Shipped
SO/LOH/26/00196,2025-06-21,1,Fully Shipped
SO/LOH/26/00197,2025-06-21,0,Not Shipped
SO/LOH/26/00199,2025-06-23,1,Fully Shipped
SO/LOH/26/00200,2025-06-23,1,Fully Shipped
SO/LOH/26/00201,2025-06-23,1,Fully Shipped
SO/LOH/26/00202,2025-06-23,0,Not Shipped
SO/LOH/26/00203,2025-06-23,1,Fully Shipped
SO/LOH/26/00204,2025-06-23,1,Fully Shipped
SO/LOH/26/00205,2025-06-23,1,Fully Shipped
SO/LOH/26/00206,2025-06-24,1,Fully Shipped
SO/LOH/26/00207,2025-06-24,1,Fully Shipped
SO/LOH/26/00208,2025-06-24,1,Fully Shipped
SO/LOH/26/00209,2025-06-24,1,Fully Shipped
SO/LOH/26/00210,2025-06-24,1,Fully Shipped
SO/LOH/26/00211,2025-06-24,1,Fully Shipped
SO/LOH/26/00212,2025-06-24,1,Fully Shipped
SO/LOH/26/00213,2025-06-24,1,Fully Shipped
SO/LOH/26/00214,2025-06-25,1,Fully Shipped
SO/LOH/26/00215,2025-06-25,0,Not Shipped
SO/LOH/26/00216,2025-06-25,1,Fully Shipped
SO/LOH/26/00217,2025-06-25,1,Fully Shipped
SO/LOH/26/00218,2025-06-25,1,Fully Shipped
SO/LOH/26/00219,2025-06-25,0,Not Shipped
SO/LOH/26/00220,2025-06-25,1,Fully Shipped
SO/LOH/26/00221,2025-06-25,1,Fully Shipped
SO/LOH/26/00222,2025-06-25,1,Fully Shipped
SO/LOH/26/00223,2025-06-26,1,Fully Shipped
SO/LOH/26/00224,2025-06-26,1,Fully Shipped
SO/LOH/26/00225,2025-06-26,1,Fully Shipped
SO/LOH/26/00227,2025-06-27,1,Fully Shipped
SO/LOH/26/00228,2025-06-27,1,Fully Shipped
SO/LOH/26/00229,2025-06-28,1,Fully Shipped
SO/LOH/26/00230,2025-06-25,1,Fully Shipped
SO/LOH/26/00231,2025-06-30,1,Fully Shipped
SO/LOH/26/00232,2025-06-30,1,Fully Shipped
SO/LOH/26/00233,2025-06-30,1,Fully Shipped
SO/LOH/26/00234,2025-06-30,1,Fully Shipped
SO/LOH/26/00235,2025-07-02,1,Fully Shipped
SO/LOH/26/00236,2025-07-02,1,Fully Shipped
SO/LOH/26/00237,2025-07-02,1,Fully Shipped
SO/LOH/26/00238,2025-07-02,1,Fully Shipped
SO/LOH/26/00239,2025-07-03,1,Fully Shipped
SO/LOH/26/00240,2025-07-03,1,Fully Shipped
SO/LOH/26/00241,2025-07-03,1,Fully Shipped
SO/LOH/26/00242,2025-07-03,1,Fully Shipped
SO/LOH/26/00243,2025-07-03,1,Fully Shipped
SO/LOH/26/00244,2025-07-03,1,Fully Shipped
SO/LOH/26/00245,2025-07-04,1,Fully Shipped
SO/LOH/26/00246,2025-07-04,1,Fully Shipped
SO/LOH/26/00247,2025-07-04,1,Fully Shipped
SO/LOH/26/00248,2025-07-05,1,Fully Shipped
SO/LOH/26/00249,2025-07-05,1,Fully Shipped
SO/LOH/26/00250,2025-07-07,1,Fully Shipped
SO/LOH/26/00251,2025-07-10,1,Fully Shipped
SO/LOH/26/00252,2025-07-10,1,Fully Shipped
SO/LOH/26/00255,2025-07-10,1,Fully Shipped
SO/LOH/26/00256,2025-07-11,1,Fully Shipped
SO/LOH/26/00257,2025-07-11,0,Not Shipped
SO/LOH/26/00258,2025-07-11,1,Fully Shipped
SO/LOH/26/00259,2025-07-11,1,Fully Shipped
SO/LOH/26/00260,2025-07-11,1,Fully Shipped
SO/LOH/26/00261,2025-07-11,1,Fully Shipped
SO/LOH/26/00262,2025-07-12,1,Fully Shipped
SO/LOH/26/00263,2025-07-12,1,Fully Shipped
SO/LOH/26/00264,2025-07-12,1,Fully Shipped
SO/LOH/26/00265,2025-07-12,1,Fully Shipped
SO/LOH/26/00266,2025-07-12,1,Fully Shipped
SO/LOH/26/00267,2025-07-12,1,Fully Shipped
SO/LOH/26/00268,2025-07-14,1,Fully Shipped
SO/LOH/26/00269,2025-07-14,1,Fully Shipped
SO/LOH/26/00270,2025-07-14,1,Fully Shipped
SO/LOH/26/00272,2025-07-15,0,Not Shipped
SO/LOH/26/00273,2025-07-15,1,Fully Shipped
SO/LOH/26/00280,2025-07-15,0,Not Shipped
SO/LOH/26/00281,2025-07-15,0,Not Shipped
SO/LOH/26/00282,2025-07-15,0,Not Shipped
SO/LOH/26/00283,2025-07-15,0,Not Shipped
SO/LOH/26/00284,2025-07-15,0,Not Shipped
SO/LOH/26/00285,2025-07-15,0,Not Shipped
SO/LOH/26/00286,2025-07-15,0,Not Shipped
SO/LOH/26/00287,2025-07-15,0,Not Shipped
SO/LOH/26/00288,2025-07-16,1,Fully Shipped
SO/LOH/26/00289,2025-07-16,1,Fully Shipped
SO/LOH/26/00290,2025-07-16,1,Fully Shipped
SO/LOH/26/00291,2025-07-17,1,Fully Shipped
SO/LOH/26/00292,2025-07-17,1,Fully Shipped
SO/LOH/26/00293,2025-07-18,0,Not Shipped
SO/LOH/26/00294,2025-07-18,1,Fully Shipped
SO/LOH/26/00295,2025-07-18,1,Fully Shipped
SO/LOH/26/00296,2025-07-19,1,Fully Shipped
SO/LOH/26/00297,2025-07-19,1,Fully Shipped
SO/LOH/26/00300,2025-07-21,1,Fully Shipped
SO/LOH/26/00301,2025-07-22,1,Fully Shipped
SO/LOH/26/00302,2025-07-22,1,Fully Shipped
SO/LOH/26/00303,2025-07-21,1,Fully Shipped
SO/LOH/26/00304,2025-07-23,1,Fully Shipped
SO/LOH/26/00305,2025-07-23,1,Fully Shipped
SO/LOH/26/00306,2025-07-23,1,Fully Shipped
SO/LOH/26/00307,2025-07-23,1,Fully Shipped
SO/LOH/26/00308,2025-07-24,1,Fully Shipped
SO/LOH/26/00309,2025-07-24,1,Fully Shipped
SO/LOH/26/00310,2025-07-24,1,Fully Shipped
SO/LOH/26/00311,2025-07-24,1,Fully Shipped
SO/LOH/26/00312,2025-07-25,1,Fully Shipped
SO/LOH/26/00313,2025-07-25,1,Fully Shipped
SO/LOH/26/00314,2025-07-26,1,Fully Shipped
SO/LOH/26/00315,2025-07-26,1,Fully Shipped
SO/LOH/26/00316,2025-07-26,1,Fully Shipped
SO/LOH/26/00317,2025-07-26,1,Fully Shipped
SO/LOH/26/00318,2025-07-28,0,Not Shipped
SO/LOH/26/00319,2025-07-28,1,Fully Shipped
SO/LOH/26/00320,2025-07-28,1,Fully Shipped
SO/LOH/26/00321,2025-07-28,0,Not Shipped
SO/LOH/26/00322,2025-07-28,1,Fully Shipped
SO/LOH/26/00323,2025-07-28,1,Fully Shipped
SO/LOH/26/00324,2025-07-29,1,Fully Shipped
SO/LOH/26/00325,2025-07-29,1,Fully Shipped
SO/LOH/26/00326,2025-07-29,1,Fully Shipped
SO/LOH/26/00327,2025-07-29,1,Fully Shipped
SO/LOH/26/00328,2025-07-30,1,Fully Shipped
SO/LOH/26/00329,2025-07-30,1,Fully Shipped
SO/LOH/26/00330,2025-07-30,1,Fully Shipped
SO/LOH/26/00331,2025-07-30,1,Fully Shipped
SO/LOH/26/00332,2025-07-31,1,Fully Shipped
SO/LOH/26/00333,2025-07-31,1,Fully Shipped
SO/LOH/26/00334,2025-07-31,1,Fully Shipped
SO/LOH/26/00335,2025-07-31,1,Fully Shipped
SO/LOH/26/00336,2025-07-31,1,Fully Shipped
SO/LOH/26/00340,2025-07-31,1,Fully Shipped
SO/LOH/26/00341,2025-08-05,0,Not Shipped
SO/LUC/26/00001,2025-04-16,1,Fully Shipped
SO/LUC/26/00002,2025-04-16,1,Fully Shipped
SO/LUC/26/00003,2025-04-16,0,Not Shipped
SO/LUC/26/00004,2025-04-17,0,Not Shipped
SO/LUC/26/00007,2025-04-18,0,Not Shipped
SO/LUC/26/00008,2025-04-18,1,Fully Shipped
SO/LUC/26/00009,2025-04-18,1,Fully Shipped
SO/LUC/26/00010,2025-04-18,0,Not Shipped
SO/LUC/26/00013,2025-04-22,1,Fully Shipped
SO/LUC/26/00014,2025-04-23,1,Fully Shipped
SO/LUC/26/00015,2025-04-23,1,Fully Shipped
SO/LUC/26/00016,2025-04-25,1,Fully Shipped
SO/LUC/26/00017,2025-04-25,1,Fully Shipped
SO/LUC/26/00018,2025-04-26,1,Fully Shipped
SO/LUC/26/00019,2025-04-26,1,Fully Shipped
SO/LUC/26/00020,2025-04-26,1,Fully Shipped
SO/LUC/26/00025,2025-04-26,1,Fully Shipped
SO/LUC/26/00026,2025-04-28,1,Fully Shipped
SO/LUC/26/00027,2025-04-28,1,Fully Shipped
SO/LUC/26/00028,2025-04-28,1,Fully Shipped
SO/LUC/26/00029,2025-04-28,1,Fully Shipped
SO/LUC/26/00030,2025-04-28,0,Not Shipped
SO/LUC/26/00031,2025-04-29,1,Fully Shipped
SO/LUC/26/00032,2025-04-29,1,Fully Shipped
SO/LUC/26/00033,2025-04-29,0,Not Shipped
SO/LUC/26/00034,2025-04-30,1,Fully Shipped
SO/LUC/26/00035,2025-04-30,0,Not Shipped
SO/LUC/26/00036,2025-04-30,1,Fully Shipped
SO/LUC/26/00037,2025-04-30,1,Fully Shipped
SO/LUC/26/00039,2025-04-30,1,Fully Shipped
SO/LUC/26/00040,2025-04-30,1,Fully Shipped
SO/LUC/26/00041,2025-04-30,1,Fully Shipped
SO/LUC/26/00042,2025-04-30,1,Fully Shipped
SO/LUC/26/00043,2025-04-30,0,Not Shipped
SO/LUC/26/00044,2025-04-30,1,Fully Shipped
SO/LUC/26/00045,2025-04-30,1,Fully Shipped
SO/LUC/26/00047,2025-04-30,1,Fully Shipped
SO/LUC/26/00048,2025-04-30,1,Fully Shipped
SO/LUC/26/00049,2025-04-30,1,Fully Shipped
SO/LUC/26/00050,2025-04-30,0,Not Shipped
SO/LUC/26/00051,2025-04-30,0,Not Shipped
SO/LUC/26/00052,2025-04-30,1,Fully Shipped
SO/LUC/26/00053,2025-04-30,0,Not Shipped
SO/LUC/26/00054,2025-04-30,1,Fully Shipped
SO/LUC/26/00055,2025-04-30,1,Fully Shipped
SO/LUC/26/00056,2025-04-30,1,Fully Shipped
SO/LUC/26/00057,2025-04-30,1,Fully Shipped
SO/LUC/26/00058,2025-04-30,1,Fully Shipped
SO/LUC/26/00059,2025-04-30,1,Fully Shipped
SO/LUC/26/00060,2025-04-30,1,Fully Shipped
SO/LUC/26/00061,2025-04-30,0,Not Shipped
SO/LUC/26/00063,2025-04-30,1,Fully Shipped
SO/LUC/26/00064,2025-04-30,1,Fully Shipped
SO/LUC/26/00065,2025-04-30,1,Fully Shipped
SO/LUC/26/00066,2025-04-30,1,Fully Shipped
SO/LUC/26/00067,2025-04-30,1,Fully Shipped
SO/LUC/26/00068,2025-04-30,1,Fully Shipped
SO/LUC/26/00069,2025-04-30,1,Fully Shipped
SO/LUC/26/00070,2025-04-30,1,Fully Shipped
SO/LUC/26/00071,2025-04-30,1,Fully Shipped
SO/LUC/26/00072,2025-04-30,0,Not Shipped
SO/LUC/26/00073,2025-04-30,0,Not Shipped
SO/LUC/26/00074,2025-04-30,1,Fully Shipped
SO/LUC/26/00075,2025-04-30,1,Fully Shipped
SO/LUC/26/00076,2025-04-30,1,Fully Shipped
SO/LUC/26/00077,2025-04-30,1,Fully Shipped
SO/LUC/26/00078,2025-04-30,1,Fully Shipped
SO/LUC/26/00079,2025-04-30,1,Fully Shipped
SO/LUC/26/00080,2025-04-30,1,Fully Shipped
SO/LUC/26/00081,2025-04-30,1,Fully Shipped
SO/LUC/26/00082,2025-04-30,1,Fully Shipped
SO/LUC/26/00084,2025-04-30,1,Fully Shipped
SO/LUC/26/00085,2025-04-30,1,Fully Shipped
SO/LUC/26/00086,2025-04-30,1,Fully Shipped
SO/LUC/26/00087,2025-04-30,1,Fully Shipped
SO/LUC/26/00088,2025-04-30,1,Fully Shipped
SO/LUC/26/00089,2025-04-30,1,Fully Shipped
SO/LUC/26/00090,2025-04-30,1,Fully Shipped
SO/LUC/26/00091,2025-04-30,1,Fully Shipped
SO/LUC/26/00092,2025-04-30,1,Fully Shipped
SO/LUC/26/00093,2025-04-30,1,Fully Shipped
SO/LUC/26/00095,2025-05-12,1,Fully Shipped
SO/LUC/26/00096,2025-05-13,1,Fully Shipped
SO/LUC/26/00098,2025-05-13,1,Fully Shipped
SO/LUC/26/00099,2025-05-13,1,Fully Shipped
SO/LUC/26/00100,2025-05-14,0,Not Shipped
SO/LUC/26/00101,2025-05-15,1,Fully Shipped
SO/LUC/26/00102,2025-05-15,1,Fully Shipped
SO/LUC/26/00103,2025-05-16,1,Fully Shipped
SO/LUC/26/00104,2025-05-16,1,Fully Shipped
SO/LUC/26/00105,2025-05-16,0,Not Shipped
SO/LUC/26/00107,2025-05-20,0,Not Shipped
SO/LUC/26/00108,2025-05-20,0,Not Shipped
SO/LUC/26/00109,2025-05-20,0,Not Shipped
SO/LUC/26/00110,2025-05-20,1,Fully Shipped
SO/LUC/26/00112,2025-05-20,0,Not Shipped
SO/LUC/26/00113,2025-05-20,0,Not Shipped
SO/LUC/26/00114,2025-05-21,1,Fully Shipped
SO/LUC/26/00115,2025-05-21,1,Fully Shipped
SO/LUC/26/00116,2025-05-21,1,Fully Shipped
SO/LUC/26/00117,2025-05-22,0,Not Shipped
SO/LUC/26/00118,2025-05-22,1,Fully Shipped
SO/LUC/26/00119,2025-05-22,1,Fully Shipped
SO/LUC/26/00120,2025-05-22,1,Fully Shipped
SO/LUC/26/00121,2025-05-23,1,Fully Shipped
SO/LUC/26/00122,2025-05-23,1,Fully Shipped
SO/LUC/26/00123,2025-05-24,1,Fully Shipped
SO/LUC/26/00124,2025-05-24,1,Fully Shipped
SO/LUC/26/00125,2025-05-24,1,Fully Shipped
SO/LUC/26/00126,2025-05-24,1,Fully Shipped
SO/LUC/26/00127,2025-05-24,1,Fully Shipped
SO/LUC/26/00128,2025-05-26,1,Fully Shipped
SO/LUC/26/00129,2025-05-26,1,Fully Shipped
SO/LUC/26/00130,2025-05-26,1,Fully Shipped
SO/LUC/26/00131,2025-05-26,1,Fully Shipped
SO/LUC/26/00132,2025-05-27,1,Fully Shipped
SO/LUC/26/00134,2025-05-27,1,Fully Shipped
SO/LUC/26/00135,2025-05-27,1,Fully Shipped
SO/LUC/26/00136,2025-05-28,0,Not Shipped
SO/LUC/26/00137,2025-05-28,1,Fully Shipped
SO/LUC/26/00138,2025-05-28,1,Fully Shipped
SO/LUC/26/00139,2025-05-28,1,Fully Shipped
SO/LUC/26/00140,2025-05-28,1,Fully Shipped
SO/LUC/26/00141,2025-05-30,1,Fully Shipped
SO/LUC/26/00142,2025-05-30,1,Fully Shipped
SO/LUC/26/00143,2025-05-30,0,Not Shipped
SO/LUC/26/00144,2025-05-31,1,Fully Shipped
SO/LUC/26/00145,2025-05-31,1,Fully Shipped
SO/LUC/26/00146,2025-05-31,1,Fully Shipped
SO/LUC/26/00147,2025-05-31,1,Fully Shipped
SO/LUC/26/00148,2025-05-31,0,Not Shipped
SO/LUC/26/00149,2025-05-31,1,Fully Shipped
SO/LUC/26/00150,2025-05-31,1,Fully Shipped
SO/LUC/26/00151,2025-05-31,1,Fully Shipped
SO/LUC/26/00152,2025-05-31,1,Fully Shipped
SO/LUC/26/00153,2025-05-31,1,Fully Shipped
SO/LUC/26/00154,2025-05-31,1,Fully Shipped
SO/LUC/26/00155,2025-05-31,1,Fully Shipped
SO/LUC/26/00156,2025-05-31,1,Fully Shipped
SO/LUC/26/00157,2025-05-31,1,Fully Shipped
SO/LUC/26/00158,2025-05-31,1,Fully Shipped
SO/LUC/26/00159,2025-05-31,1,Fully Shipped
SO/LUC/26/00160,2025-05-31,1,Fully Shipped
SO/LUC/26/00161,2025-05-31,1,Fully Shipped
SO/LUC/26/00162,2025-05-31,1,Fully Shipped
SO/LUC/26/00164,2025-05-31,1,Fully Shipped
SO/LUC/26/00165,2025-05-31,1,Fully Shipped
SO/LUC/26/00166,2025-05-31,1,Fully Shipped
SO/LUC/26/00167,2025-05-31,1,Fully Shipped
SO/LUC/26/00168,2025-05-31,1,Fully Shipped
SO/LUC/26/00169,2025-05-31,1,Fully Shipped
SO/LUC/26/00170,2025-05-31,1,Fully Shipped
SO/LUC/26/00171,2025-05-31,1,Fully Shipped
SO/LUC/26/00172,2025-05-31,1,Fully Shipped
SO/LUC/26/00173,2025-05-31,1,Fully Shipped
SO/LUC/26/00174,2025-05-31,1,Fully Shipped
SO/LUC/26/00175,2025-06-02,1,Fully Shipped
SO/LUC/26/00176,2025-05-31,1,Fully Shipped
SO/LUC/26/00177,2025-05-31,1,Fully Shipped
SO/LUC/26/00178,2025-05-31,1,Fully Shipped
SO/LUC/26/00179,2025-06-10,0,Not Shipped
SO/LUC/26/00180,2025-06-11,0,Not Shipped
SO/LUC/26/00181,2025-06-13,1,Fully Shipped
SO/LUC/26/00182,2025-06-13,1,Fully Shipped
SO/LUC/26/00183,2025-06-13,1,Fully Shipped
SO/LUC/26/00184,2025-06-14,1,Fully Shipped
SO/LUC/26/00185,2025-06-18,1,Fully Shipped
SO/LUC/26/00186,2025-06-18,1,Fully Shipped
SO/LUC/26/00187,2025-06-18,1,Fully Shipped
SO/LUC/26/00188,2025-06-18,1,Fully Shipped
SO/LUC/26/00189,2025-06-18,1,Fully Shipped
SO/LUC/26/00190,2025-06-18,1,Fully Shipped
SO/LUC/26/00192,2025-06-20,1,Fully Shipped
SO/LUC/26/00193,2025-06-21,0,Not Shipped
SO/LUC/26/00194,2025-06-21,1,Fully Shipped
SO/LUC/26/00195,2025-06-21,1,Fully Shipped
SO/LUC/26/00196,2025-06-21,1,Fully Shipped
SO/LUC/26/00197,2025-06-21,1,Fully Shipped
SO/LUC/26/00198,2025-06-21,1,Fully Shipped
SO/LUC/26/00199,2025-06-21,1,Fully Shipped
SO/LUC/26/00200,2025-06-21,1,Fully Shipped
SO/LUC/26/00201,2025-06-21,1,Fully Shipped
SO/LUC/26/00203,2025-06-22,1,Fully Shipped
SO/LUC/26/00204,2025-06-22,1,Fully Shipped
SO/LUC/26/00205,2025-06-22,1,Fully Shipped
SO/LUC/26/00206,2025-06-22,1,Fully Shipped
SO/LUC/26/00207,2025-06-22,1,Fully Shipped
SO/LUC/26/00208,2025-06-22,1,Fully Shipped
SO/LUC/26/00209,2025-06-23,1,Fully Shipped
